Year,COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),NITROGEN CONSUMPTION (tons),PHOSPHATE CONSUMPTION (tons),POTASH CONSUMPTION (tons),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha)
1992,32,102,3612,769.53,44.14,105.15,43.26,27.14,15.38,509.18,737.21,147.68,15290,4397,249,19933,42.22
1992,810,17,1864,509.51,104.64,83.21,11.3,29.44,34.69,230.89,341.66,151.48,13307,4182,104,17589,78.16
1992,22,11,3893,2819.33,27.18,127.2,76.2,210.89,,1638.38,1689.45,104.12,1138,297,,1433,3.87
1992,,3,3331,809.98,49.09,94.35,46.83,30.49,23.3,541.96,696.13,129.98,20302,6938,106,27343,53.73
1992,1537,298,1932,1041.43,68.2,162.02,62.16,121.81,62.31,364.31,507.44,143.17,14792,8769,365,23922,
1992,1477,,362,2743.71,66.53,38.86,242.54,56.22,182.9,1106.09,1168.38,108.56,37334,10590,233,48148,44.65
1992,0,0,0,583.04,141.54,55.54,37.57,24.2,24.93,255.35,337.93,,13669,6700,,20452,85.04
1992,98,18,1754,1036.73,166.3,131.58,43.37,82.63,28.32,391.06,591.81,153.64,,12984,761,39514,103.08
1992,0,0,0,1688.19,6.79,4.68,76.25,49.39,81.49,1361.05,1374.78,104.86,251,147,0,393,1.29
1992,9,5,4294,387.59,62.44,80.16,25.82,37.78,,124.54,177.63,143.55,2069,865,23,2955,24.89
1992,39702,15737,3964,2066.19,64.19,8.36,126.32,14.65,93.2,1601.74,2029.38,129.67,51357,14494,649,66492,43.56
1992,8,3,5002,1447.67,78.23,99.18,89.8,107.67,66.17,893.78,1169.71,133.24,20718,7204,264,28178,33.67
1992,0,0,0,3844.11,23.3,365.05,91.28,109.5,70.83,314.18,316.21,104.65,0,0,0,0,0
1992,242,89,3611,1059.4,22.12,90.36,,50.18,95.41,668.94,836.19,125.59,6426,2133,73,8625,13.91
1992,87,5,353,633.24,,42.66,26.39,52.47,19.76,313.23,457.02,150.82,6250,4151,110,10505,34.97
1992,5,5,5001,592.68,42.23,19.81,21.6,41.54,21.07,436.67,573.05,131.84,4057,600,9,4661,11.69
1992,259,94,3541,2258.41,9.34,148.19,79.1,128.28,305.94,1319.14,1362.83,105.47,4766,2775,272,7813,8.93
1992,0,0,0,1225.33,330.79,88.53,,51.25,39.81,583.04,751.67,131.8,39025,18418,877,58312,102.18
1992,467,125,2684,1766.21,17.49,65.3,82.86,75.59,66.95,1270.4,1353.85,109.66,7966,4113,202,12271,11.68
1992,1382,311,2231,1234.08,80,,61.12,93.2,93.79,646.8,740.24,117.18,9768,5217,223,15203,27.58
1992,0,0,0,1006.62,242.05,107.99,54.88,58.86,24.3,483.75,610.02,130,15622,2868,30,18517,39.43
1992,6,2,5003,,59.81,20.73,32.67,44.68,43.21,531.68,,123.76,4175,1196,42,5404,12.2
1992,394,144,3631,521.95,155.61,,,37.42,30.75,173.47,224.31,132.23,5302,1687,14,7001,41.81
1992,13,7,3332,721.15,25.99,34.48,39.08,62.85,22.8,477.5,531.57,113.82,5304,3588,133,,22.01
1992,13,5,3333,1922.96,402.08,480.3,181.2,,76.45,354.26,519.86,150.01,11828,3875,,15792,46.82
1992,2198,576,2614,1829.39,543.75,114.55,124.18,26.01,38.85,862.82,1125.75,131.62,36748,14990,17418,69153,84.52
1992,2506,1013,4034,1212.47,183.47,24.72,209.71,8.05,59.68,523.24,579.07,,42540,14084,18915,75536,146.91
1992,,73,4064,1085.3,88.22,41.02,182.36,4.6,67.65,619.67,903.33,150.16,126621,36242,47659,210512,345.37
1992,2748,681,2474,1304.35,303.57,72.34,145.16,10.41,95.42,565.47,613.02,110.28,40628,15295,20101,76019,136.15
1992,433,12,2324,1262.08,63.54,15.62,259.28,5.04,203.96,548.15,556.89,102.42,28450,6581,4823,39852,75.1
1992,1996,673,3373,1144.36,134.06,49.13,171.81,17.86,210.75,378.56,442.15,117.67,33036,10397,10957,54385,148.8
1992,0,0,0,256.38,145.36,5.71,11.75,7.72,10.45,75.41,75.63,104.3,3584,850,2039,6468,93.3
1992,0,0,0,169.18,53.37,6.34,27.09,1.1,3.38,87.41,110.16,127.33,7498,3212,3808,14515,169.97
1992,0,0,0,24,0,3.68,25.46,3.02,2.47,0,0,0,37326,16521,3337,,197.79
1992,1499,262,17316,810.22,185.77,49.08,78.78,32.43,53.46,242.45,305.37,129.58,43378,14506,1474,59353,249.83
1992,1145,201,17355,952.9,101.09,57.74,63.68,45.39,71.33,398.7,449.59,114.11,26461,9757,1501,37711,97.3
1992,379,512,13577,1851.24,305.2,32.24,75.58,32.95,107.25,679.32,739.02,111.8,30437,18166,,51395,
1992,3796,,17330,1425.32,89.83,93.49,116.17,96.28,108.47,474.49,606.47,130.87,48248,23560,3371,75178,162.77
1992,6268,1290,2057,1284.55,375.31,59.05,57.73,52.51,140.32,394.43,480.19,123.29,52723,23530,2978,79230,203.38
1992,4379,1019,23214,1584.94,759.4,78.55,125.85,46.9,33.87,459.26,480.55,108.66,43094,15898,,61640,136.8
1992,3363,982,29207,1191.5,252.68,86.3,73.65,59.67,57.17,390.15,505.52,132.8,55717,20024,2556,78289,205.22
1992,,1976,12214,1623.38,703.83,42.13,64.69,,29.94,576.28,589.53,104.31,10835,7311,502,18642,34.46
1992,122,3,1654,589.79,106.38,8.93,64.74,4.38,7.54,396.23,630.16,159.94,64597,8026,1597,74213,191.77
1992,150,39,2593,420.55,18.2,8.27,54.99,2.54,6.35,324.85,511.28,,65444,7466,1153,74053,230.66
1992,103,20,1924,595.71,10.99,14.93,81.37,3.72,17.47,455.17,739.67,167,74947,12293,1410,88642,199.6
1992,160,34,1954,497.11,12.75,16.42,50.53,4.57,14,389.8,657.21,172.87,53049,12046,740,,172.17
1992,406,83,2001,503.3,5.41,28.77,44.42,3.62,14.53,400.01,624.17,161.36,30613,,303,40656,105.66
1992,213,25,1043,380.43,2.33,8.9,35.65,2.62,12.28,309.59,441.33,144.5,22250,,534,30274,101.41
1992,28,8,1483,482.06,42.46,18.98,42.68,5.37,18.61,345.95,462.13,134.97,25365,8714,358,34433,101.68
1992,0,0,0,433.01,9.19,31.22,34.38,2.95,30.49,295.71,449.31,152.44,21119,8022,122,,102.27
1992,25,8,1903,444.32,1.51,13.06,41.13,1.94,30.84,308.85,510.99,166.76,,5415,261,34951,117.27
1992,0,0,0,411.54,2.31,15.71,46.75,3.39,10.54,331.13,,158.2,54060,6676,1152,61883,190.16
1992,4,0,0,523.67,8.9,14.51,44.22,2.48,19.17,407.69,643.99,161.49,52159,8352,974,61477,154.53
1992,3,0,0,598.42,13.92,18.38,51.81,3.76,11.53,490,777.39,163.22,80132,14793,2874,97794,201.8
1992,4,0,0,460.5,14.21,12.81,42.36,2.19,14.54,358,569.38,163.56,53710,6113,1903,61720,178.35
1992,0,0,0,357.9,79.48,10.42,36.26,1.24,4.8,220.23,376.12,,41610,5521,1958,49085,227.91
1992,0,0,0,236.36,7.61,9.78,26.16,3.02,3.54,194.27,336.59,175.09,32651,6669,1603,40917,212.7
1992,2,0,0,487.8,49.02,9.86,56.29,,6.75,340.62,465.61,139.92,51087,4445,1044,56570,169.56
1992,0,0,0,432.06,6.47,25.16,,7.04,22.8,287.79,443.66,158,39502,5644,688,45829,161.79
1992,0,0,0,439.73,41.37,24.23,35.77,3.17,21.81,292.11,449.83,155.02,24687,3928,213,28828,100.36
1992,0,0,0,424.11,9.19,15.84,48.47,6.54,19.57,299.23,404.73,139.61,55345,8664,1224,65228,224.19
1992,0,0,0,728.43,24.14,33.39,85.44,,40.44,477.62,675.95,145.88,24294,4797,414,29502,66.28
1992,0,0,0,1010.91,108,51.16,72.02,9.74,46.93,541.78,,121.37,12494,9116,75,21677,41.16
1992,0,0,0,460.21,26.7,15.62,37.2,4.11,8.05,350.39,387.56,112.38,10337,4280,77,14686,45.15
1992,0,0,0,781.81,80.78,40.55,49.68,2.41,35.16,,605.11,121.77,8144,3010,95,11249,24.18
1992,0,0,0,512.25,81.39,13.37,61.17,4.3,21.07,316.1,488.78,158.97,51583,9691,2358,63628,207.86
1992,0,0,0,1202.45,513.88,51.21,84.7,3.22,64.34,371.15,527.07,144.35,16496,4812,785,,64
1992,0,0,0,400.71,0,11.49,47.66,4.5,21.17,291.81,,157.25,37341,8765,1305,47404,166.7
1992,0,0,0,334.21,0,8.09,39.42,3.06,7.47,267.33,390.28,148.83,37795,7680,1175,46642,178.12
1992,0,0,0,301.27,0,16.73,37.09,3.13,9.2,223.75,343.42,155.76,28451,5593,772,34805,161.66
1992,0,0,0,644.24,58.87,10.14,67.47,1.4,13.61,471.83,756.62,161.4,42628,11111,1828,55564,121.26
1992,0,0,0,538.8,3.56,16.48,67.88,3.35,18.7,420.82,645.27,157.2,74849,17785,3026,95658,229.94
1992,0,0,0,730.71,,,85.61,3.64,16.2,581.24,871.54,153.55,53554,12167,1385,,
1992,0,0,0,597.77,4.6,12.24,,4.93,17.31,443.02,713.61,163.64,47532,10572,,59065,135.53
1992,0,0,0,252.93,12.41,14.25,25.04,5.12,19.08,143.91,207.71,,16583,4032,594,21209,153.43
1992,0,0,0,462.61,19.6,,42.35,5.59,39.38,289.11,423.03,151.67,25429,5259,521,31204,112.43
1992,0,0,0,575.17,9.3,11.58,62.71,2.66,19.13,421.78,583.43,140.69,38719,4725,264,43702,106.6
1992,0,0,0,599.87,11.13,19.72,46.24,,33.49,416.05,585.26,144.29,,4077,222,29616,75.35
1992,0,0,0,772.57,166.65,7.1,78.47,1.99,12.53,470.99,664.61,142.2,50687,9317,2919,62918,136.86
1992,0,0,0,,2.23,,62.38,4.14,15.39,299.5,477.96,163.86,47907,7547,991,56442,191.36
1992,0,0,0,737.16,72.44,12.35,75.13,5.74,27.69,486.06,687.16,144.04,26069,3216,381,29663,63.4
1992,0,0,0,689.7,105.68,8.39,73.11,2.74,13.49,459.05,707.44,158.25,22030,5509,724,28255,64.95
1992,0,0,0,443.18,3.79,19.51,51.9,6.45,27.93,286.4,448.12,161.42,23374,5262,867,29496,106.07
1992,0,0,0,366.41,3.45,12.9,43.19,4.83,21.28,223.22,350.44,161.32,26934,3612,642,31184,144.59
1992,0,0,0,449.58,12.48,13.8,55.42,2.98,,284.85,474.46,166.74,37502,4368,882,42747,152.59
1992,0,0,0,705.74,408.16,5.57,37.32,5.28,10,203.22,349.99,175.3,52414,11500,3877,67786,341.54
1992,0,0,0,728.88,394.15,34.54,20.64,63.39,9.9,107.76,181.59,168.28,709,376,50,1129,12.56
1992,0,0,0,639.09,331.24,30.05,18.22,85.91,16.64,75.39,129.97,179.45,401,207,38,640,12.94
1992,0,0,0,841.7,521.36,166.61,20.06,22.79,5.61,47.61,74.09,156.67,221,193,22,429,11.34
1992,0,0,0,803.62,711.28,23.14,10.9,14.93,5.87,30.73,46.67,152.25,309,316,30,651,24.83
1992,0,0,0,578.54,399.2,,11.87,6.81,9.28,72.37,115.7,160.31,329,253,43,624,
1992,0,0,0,759.71,,39.04,20.9,46.31,19.26,86.31,133,158.38,346,193,24,557,
1992,0,0,0,318.55,222.81,4.66,20.07,2.08,7.76,55.26,89.49,,2758,723,133,3610,69.74
1992,0,0,0,392.5,2.2,6.2,130.15,0,0,290.2,663.3,,30233,14495,6281,51002,178.58
1992,0,0,0,535.5,4,1.72,110.78,0,5,407.57,737.1,185.2,31020,14778,7611,53405,134
1992,0,0,0,0,0,0,0,0,0,0,708.5,2,50421,23928,9875,84221,0
1992,0,0,0,0,0,0,0,0,0,1,434.6,3,31025,15181,5825,52028,0
1992,0,0,0,0,0,0,0,0,0,3,,0,18057,10503,4270,32825,0
1992,0,0,0,0,0,0,0,0,0,3,433.6,3,44306,21810,8481,74593,0
1992,0,,0,0,0,,0,0,0,2,173.3,1,21543,12078,6497,40112,0
1992,0,0,0,0,0,0,,0,0,0,468.8,3,14284,7562,2529,24372,0
1992,0,0,0,0,0,0,0,0,0,2,153.6,1,8065,4890,2296,15246,0
1992,0,0,0,0,0,0,0,0,0,2,459.8,3,23199,11040,5004,39237,0
1992,0,,0,0,0,0,0,0,0,3,472.7,1,19367,9576,3421,32359,0
1992,0,0,0,0,0,0,0,0,0,2,363.3,3,15528,8248,3810,27583,0
1993,0,20,0,902,128,101.5,114.5,7.5,12.5,468.5,640.5,139.95,44002,7224,1956,53174,117.22
1993,0,18,0,1451,538,190.5,125.5,9.5,18.5,477.5,635.5,136.23,32104,3601,1187,36884,79.56
1993,63,273,4531,1084,325,88,122,,34,418,723,176.14,77399,19703,9821,106921,258.4
1993,,120,3974,782,85,46,126,24,26,414,636,157.26,103796,36289,13006,153089,374.47
1993,154,666,4424,883,69,58,175,13,33,466,730,159.11,100624,37479,9025,147121,321.07
1993,1834,8317,4541,1923.44,367.78,106.76,222.24,61.12,92.38,882.9,,135.49,126381,48859,8606,183843,210.93
1993,773,2231,2891,2035.24,389.88,127.96,125.04,17.52,162.48,999.4,1110.72,114.16,63632,35012,7693,106332,110.61
1993,74,206,2911,1539,510,241,171,22,67,409,456,113.52,33290,13190,2748,49223,123.64
1993,0,,0,1501,455,171,142,42,103,,550,114.59,28872,7855,3651,40370,85.05
1993,5,0,0,693.2,257.94,72.04,76.25,9.13,21.19,220.46,,142.52,3663,328,436,4422,23.22
1993,6,0,0,882.5,201.02,58.09,186.3,21.82,8.94,377.04,507.07,138.05,2493,516,443,3447,10.16
1993,7,0,0,719.1,190.94,50.76,197.85,12.73,9.63,224.9,303.4,135.93,2053,269,386,2705,
1993,3,0,0,1031.1,309.35,105.79,134.8,19.03,14.94,411.72,626.12,156.7,2990,642,344,3971,12.71
1993,7,0,0,986.7,232.26,36.41,111.19,48.53,8.81,,744.99,146.55,4948,,4444,11004,25.41
1993,70,7,741,1047.4,311.62,,0,0,0,131.6,182.4,140.9,31,9,14,52,2.37
1993,,0,0,,115.88,91.19,125.63,24.15,6.34,167.05,263.78,161.33,725,96,80,895,6.48
1993,20,5,562,556.5,111.71,29.47,56.39,20.87,6.11,339.62,518,154.75,8441,934,1054,10424,35.05
1993,0,0,0,905.1,218.78,42.07,154.32,21.05,16.58,387.3,492.99,128.24,4518,865,866,6245,20.24
1993,0,0,0,785.2,,33.8,157.6,4.9,8.1,513.1,742.7,148.25,34850,7922,1243,44013,88.94
1993,0,0,0,871,0,9.8,197.8,3.9,10.6,544.7,756.2,,26008,5483,,32702,61.37
1993,0,0,0,405.2,,35,81.5,3.6,14.1,251.4,383.2,152.44,12943,945,112,13996,
1993,,0,0,1070,6.1,54.2,193.9,5.5,22.1,,990.2,,40595,3749,2585,46924,74.41
1993,0,0,0,697.1,0,33.6,82.2,3.7,13.8,513.3,,149.34,21644,4834,,,59.04
1993,0,0,0,553.1,8.7,15.3,109.8,4.7,3.4,350.7,470,135.26,52802,11344,1332,65472,190.21
1993,0,0,0,973.7,137.9,84.4,146.7,,46.3,506,,135.77,,8217,,48708,101.02
1993,6,0,0,560.9,50.4,67.7,91.5,6,22.7,216.8,254,119.85,27909,6234,359,34496,161.59
1993,0,0,0,1230.2,159.8,61.9,168.7,7.4,27.1,552.5,737.6,137.29,66162,21354,729,88239,162.87
1993,7,0,0,1908.97,,32.09,149.92,138.61,46.1,1048.6,1423.1,138.56,23001,12678,2609,38280,37.54
1993,0,0,0,2334.38,847.17,110.29,99.61,148.75,46.2,881.4,911.1,106.49,3365,1312,245,4920,7.6
1993,0,0,0,1530.24,176.23,23.31,141.48,145.97,36.4,948.4,1211.9,131.74,45413,18411,4782,68599,
1993,0,0,0,1038.05,124.32,119.02,72.19,104.38,29.1,547.5,583.5,109.6,12460,4046,1056,17559,33.19
1993,2,0,0,1630.43,544.35,23.63,113,,43.9,590.9,665,115.97,3851,2357,452,6654,12.33
1993,1527,3045,2002,892.77,,72.92,,38.51,6,579.84,635.54,113.1,30353,7390,3902,41642,73.94
1993,396,1287,3283,673,41.2,18.2,40.4,48,3.2,501.9,541.1,110.27,15677,8859,529,25060,52.33
1993,172,436,2542,1233.7,152,37.7,71.8,71.6,0,823.3,1102.8,138.15,32596,9998,728,43314,55.74
1993,976,2263,2324,781.3,149,24.2,102.1,28.3,,429.6,435.1,102.82,13735,4418,2136,20282,50.43
1993,1047,3529,3381,981.9,34.5,102.9,76.2,73.4,9,625.9,670.9,109.04,25013,13982,962,39954,66.93
1993,0,0,0,516.5,126.9,18.8,39.7,,0,309.1,337.5,110.22,18028,7783,4415,30219,99.08
1993,0,0,0,228.9,172.8,0,5.6,0,0,59.4,59.7,104.53,11,14,6,25,2.41
1993,243,716,2994,1020.1,44.1,162.5,65.8,80.4,7.9,605,626.2,106.35,9716,5720,471,15901,
1993,293,975,3352,1058,200.3,35,53.2,114.5,0,573.3,638.4,115.42,24008,13983,2249,40236,71.55
1993,134,368,2774,691.1,12.8,36.7,88.4,29.5,4.8,516,645.3,127.77,70147,7349,4330,81820,163.18
1993,,810,2703,4569.2,287.8,1709.3,76,73.1,,464.7,494.2,108.17,11101,3145,267,14507,34.41
1993,855,212,2482,931.33,,16.38,74.25,58.59,1.4,725.86,964.06,133.81,42094,9851,1199,53142,76.51
1993,102,212,2093,,227.4,38.8,63.3,28.9,1.9,,584.2,123.9,20303,5919,284,26499,57.12
1993,864,241,2762,1113.5,38.1,112.6,74,87.8,4.4,750.2,789.5,108.11,26990,16200,2277,45464,64.68
1993,142,446,3154,732.8,128.7,39.8,43,36.3,3.5,426.8,514.3,122.31,33577,11763,2119,47454,114.44
1993,48,230,5181,779.3,144.9,64.9,86.4,26.2,0,427.2,476.9,115.92,,17024,10547,,176.12
1993,3301,6910,2091,1050.9,52.6,132.7,57.2,47,9.7,649.7,692.1,110.38,15496,7047,316,22852,39.23
1993,2554,905,3531,1434.81,26.68,27.2,58.49,0,0,1209.21,2001.24,168.8,155658,53817,194,209661,174.96
1993,6,0,0,487,,19,70,7,0,332,525,159.4,32040,11681,0,43717,134.07
1993,555,154,2771,318.86,9.44,4.36,26.78,,0,264.1,495.72,192.37,49661,10054,2,,229.81
1993,7,0,0,386,68,13,23,6,0,270,440,164.2,49573,11086,18,60674,226.55
1993,,18,3402,729.14,23.56,7.64,83.22,12,0,597.9,1112.28,189.95,155162,34557,158,189873,323.7
1993,139,291,2144,589.28,17.52,15.52,,8.39,0,490.51,682.27,143.17,50777,17565,0,68340,141.61
1993,5,0,0,117.7,15.35,10.23,19.51,44.32,1.07,33.91,64.62,193.97,1711,59,31,,59.19
1993,0,0,0,654.8,272.61,9.25,14.19,354.51,1.01,43.57,66.77,155.5,707,29,21,750,21.59
1993,9,4,1251,843.7,277.04,50.28,,105.3,5.28,202.1,,183.93,11241,797,389,12421,64.37
1993,0,0,0,659.3,27.58,37.01,11.39,163.25,2.08,10.51,12.55,131.16,24,4,0,26,4.2
1993,0,0,0,51.1,0,8.58,5.83,4.28,4.61,38.53,58.19,157.56,1066,123,184,1367,38.34
1993,0,0,0,912.16,112.06,545.57,4.56,99.5,4.11,4.13,5.28,105.79,115,51,39,202,67.22
1993,6,0,0,197.6,23.91,15.06,12.54,81.73,1.71,41.36,68.17,167.43,1744,288,142,2169,54.72
1993,0,0,0,399.1,174,12.68,17.04,102.77,1.14,99.01,168.16,176.78,3658,254,181,4090,46.03
1993,0,0,0,515.1,113.12,19.46,14.2,204.13,6.18,75.28,112.85,153.27,2875,594,574,4039,56.08
1993,0,0,0,225.75,,10.82,11.84,63.69,39.06,45.35,80.4,189.12,1543,,84,1778,43.89
1993,0,0,0,1801.13,757.47,145.25,137.63,26.84,177.65,245.93,271.74,114.91,5809,1236,123,7160,32.59
1993,,0,0,301.57,46.73,,65.47,5.36,36.75,58.87,61.56,104.02,689,1116,,2127,42.03
1993,0,0,0,1276.7,559,83,57.6,9.3,124.6,175.8,293.1,173.04,2705,791,104,,21.77
1993,0,0,0,1824.4,342.6,111.4,154.1,5.6,,577.3,609.9,107.84,11058,3293,258,14608,29.39
1993,9,5,2863,783.47,71.32,64.17,77.86,100.72,22.34,386.46,422.2,110.04,20369,7215,3249,30832,83.19
1993,74,25,2883,1066.76,48.98,71.54,85.44,63.5,44.65,606.84,645.76,108.62,15836,7963,3070,26865,45.56
1993,3521,729,2074,1247.28,340.46,68.24,92.78,75.14,37.03,535.29,634.34,119.57,29461,,10090,51085,99.79
1993,0,0,0,501.24,25.77,25.68,63.63,39,22.42,252.64,317.15,128.44,31289,9503,5473,46259,187.3
1993,404,90,2194,663.6,58.03,34.57,76.48,50.26,28.15,379.87,417.13,113.33,23525,9644,5132,38297,
1993,3906,117,2954,1058.55,330.43,21.28,99.39,160.98,34.38,354.85,416.56,122.44,25294,12964,9592,47844,137.36
1993,16,28,2081,726.08,204.49,29.32,45.04,108.4,10.28,293.12,321.15,112.39,12576,6179,4440,23193,84.21
1993,3086,1101,3563,1019.51,92.83,34.58,63.06,80.82,26.69,644.13,786.43,123.97,34499,20533,8167,63192,102.26
1993,7151,1751,2451,957.22,123.25,60.72,80.72,6.87,12.21,,671.99,120.86,46309,19388,11279,76970,136.19
1993,20930,4065,1942,1379.2,117.3,22.41,66.01,22.55,19.23,1104.05,1366.18,126.92,32735,23157,9755,65644,61.67
1993,7789,1809,2323,1348.38,193.42,,70.34,22.86,10.88,910.08,1022.3,115.23,44977,14408,7815,67194,77.91
1993,318,62,1931,544.77,27.09,23.53,24.92,,28.98,373.81,448.48,122.81,6556,3429,368,10348,29.83
1993,7367,1803,2451,1389.34,49.62,38.71,63.43,38.5,60.44,957.73,1117.83,118.42,63508,28197,10409,102110,
1993,0,0,0,836.6,229.92,75.33,93.68,34.41,18.05,225.15,299.91,137.1,8866,4556,11343,24763,112.45
1993,436,84,1904,1027.68,833.61,22.06,20.48,18.27,9.01,118.21,139.51,117.61,,1308,724,4768,44.65
1993,0,0,0,,0,2.2,26,0,3.61,,156.94,,4774,2074,3972,10817,106.35
1993,0,0,0,570.67,84.06,20.22,45.46,,6.18,397.12,498.18,127.71,6590,,7048,16708,45.49
1993,0,0,0,342.31,62.3,5.93,41.38,2.2,5.99,218.4,275.68,128.35,8651,4097,8764,21505,101.92
1993,0,,0,,218.87,12.35,37.34,3.53,7.1,333.04,400.09,123.29,15383,6162,15911,37450,114.77
1993,0,0,0,374.15,93.48,4.38,30.12,1.13,3.77,241.47,338.11,141.11,6195,3183,8825,18201,77.31
1993,0,0,0,365.23,107.42,6.13,25.06,4.11,4.86,214.52,277.73,132.98,5421,2270,4062,11750,58.8
1993,1379,379,27422,440.98,138.26,11.32,39.41,2.07,10.79,204.22,356.86,180.24,,,5780,,117.16
1993,0,0,0,522.59,240.65,2.11,35.84,2.02,5.4,243.21,,142.47,7399,3572,5039,16001,70.05
1993,0,0,0,303.39,107.62,3.01,31.69,3.06,6.46,157.73,222.93,142.23,6076,2629,4778,13477,88.52
1993,0,0,0,222.6,51.86,2.89,,2.03,3.54,145.78,205.38,141.78,3880,1863,1952,7692,
1993,0,0,0,913.9,55.25,88.41,65.96,100.2,47.2,471.1,602.1,132.14,13764,9925,394,24078,53.33
1993,0,0,0,926.5,499.7,12.41,,29.94,18,279.2,370.7,135.89,7237,2414,185,,39.33
1993,979,489,4981,1188.9,450.4,26.56,52.41,52.07,32,495.8,582.8,118.82,8513,3471,610,12586,
1993,0,0,0,516.6,,5.03,23.73,32.86,8.7,296,386.1,132.99,6780,6025,192,12992,48.18
1993,0,0,0,1326.5,576.4,58.34,71.33,42.17,59.6,441.1,565,130.47,1802,556,27,2379,8.4
1993,0,,0,1024.5,289.3,21.12,50.9,102.34,16.3,524.3,623.9,121.65,6671,7528,202,14398,
1993,0,0,0,732.6,270.3,62.78,,38.73,13.7,296.9,355.8,122.13,2645,2483,90,5214,18.79
1993,0,0,0,505,70.1,41.44,50.64,,18.7,260.1,373.3,,7981,7763,154,15895,66.05
1993,0,0,0,866,86.7,4.6,49.12,81.15,47.4,368.7,444.6,124.7,6695,5341,155,12186,37.22
1993,0,0,0,705.9,302.4,24.68,43.79,19.44,19.5,,269.1,117.23,3020,2825,54,5899,28.12
1993,0,0,0,630.8,68,45.79,57.66,42.86,25.9,370.6,480,133.76,15649,10007,32,25685,73.86
1993,0,0,0,1042.2,446.6,53.84,69.96,0,29.2,366.8,470.9,,1970,1026,5,2995,12.18
1993,3,0,0,743.4,138.1,15.36,61.55,24.19,20.4,365.2,451.2,126.64,9768,9043,28,18833,55.14
1993,0,0,0,1389,553.1,41.9,94.17,46.84,73.4,468.8,553.9,121.27,2136,1521,33,3684,10.9
1993,0,0,0,525.9,112.4,57.84,38.98,22.56,6,271,296.3,111.37,12477,6339,296,19112,74.77
1993,0,0,0,1021.3,329.8,41.9,61.68,56.51,19.6,412.3,498.1,121.72,4343,4019,113,8467,24.68
1993,0,0,0,1102.2,153.6,,62.79,59.55,11.3,633.2,717.9,116.62,5225,4245,144,9609,19.27
1993,0,0,0,207.5,27.3,14.35,11.6,7.96,4.8,133.9,144,110.85,4116,2002,65,6180,47.49
1993,0,0,0,1172.3,336.7,207.18,69.27,70.13,10.7,430.6,,113.96,29957,9368,452,39774,97.23
1993,0,0,0,439.55,4.01,26.62,34.53,24.29,8.7,337.5,367.4,109.29,13855,4656,189,18696,58.55
1993,9,3,2004,356.88,26.99,3.95,32.37,33.1,6.3,260,425,166.18,17037,11270,1820,30118,117.73
1993,1556,296,1893,454.69,37.4,47.69,,36.78,5.4,320.9,479.7,151.64,,7822,312,25978,83.19
1993,,4,831,611.53,8.3,6.45,44.94,73.68,6.2,476,697.4,,17904,12564,1199,31660,70.65
1993,41,5,1083,947.4,108.7,97.64,95.73,57.87,4.5,552.8,799,148.41,24887,11618,1077,37574,70.46
1993,3768,698,1841,704.3,205.2,18.07,36.06,78.68,4.4,370.7,502.9,137.87,14144,9841,,24843,68.74
1993,6272,1220,1942,822.54,120.72,68.88,,59.1,6.5,506.8,681.3,138.17,19811,10192,815,30814,
1993,1470,171,1153,677.7,129.9,63.53,55.54,43.71,6.8,364.2,483.4,136.72,7266,1843,,9228,
1993,267,27,912,931.2,211.9,10.29,63.78,91.17,7.1,532.9,749.6,142.27,12586,10962,317,23860,49.03
1993,0,0,0,852.7,336.4,6.45,42.01,31.8,6.8,422.6,528.5,126.12,6561,5293,84,11931,31.3
1993,0,0,0,733.2,108.28,12.94,39.15,37.8,4.7,527,594.9,115.12,6141,7158,106,13401,27.52
1993,111,11,841,1009.8,397.1,26.55,47.2,30.74,32.5,418.1,513.9,125.08,6502,3118,315,9927,26.91
1993,164,,1064,613.7,15.5,33.36,42.82,90.01,7.7,411.9,534.3,132.93,7110,3944,175,11224,29.44
1993,52,7,1044,618.8,7.6,47.52,44.02,65.79,5.8,434.6,613.1,144.36,14554,,535,24327,60.36
1993,1407,180,1252,1000.3,362.5,39.16,33.56,44.91,15.7,462.6,707,157.39,,19905,776,44566,97.96
1993,0,0,0,,357.8,71.6,93.2,68.8,13.7,292.8,308.6,106.45,10042,978,759,11771,
1993,0,,0,1324.4,,332.3,36.9,16.8,156.3,401,432.3,109.08,9211,2223,1481,12913,35.28
1993,5,10,3001,,339.4,,19.2,25.8,30.2,898.8,981.8,113.14,47457,16124,7077,70649,80.78
1993,715,1087,1532,1439,554.6,60.2,,50.5,19.4,736.9,,,33276,10348,5076,48694,
1993,2105,,2073,1166.9,157.7,83,17.9,40.6,9.4,856.3,1123.6,133.6,72159,19447,17145,108747,128.59
